Archivo Físico,Match Excel,COL_1 Esperado,COL_1 Extraído,Match COL_1,COL_2 Esperado,COL_2 Extraído,Match COL_2,COL_3 Esperado,COL_3 Extraído,Match COL_3,Exactitud Ticket
127.png,127.png,COL 1. 07365 45553,COL 1. 07365 45553,True,COL 2. 31002 30322,COL 2. 31002 30322,True,COL 3. 20389 44202,COL 3. 20389 44202,True,3/3
base64decoded (86).png,base64decoded (86).png,COL 1. 44844 39158,COL 1. 44844 39158,True,COL 2. 16017 61871,COL 2. 16017 61871,True,COL 3. 30354 06771,COL 3. 30354 06771,True,3/3
base64decoded - 2026-01-21T155043.080.png,base64decoded - 2026-01-21T155043.080.png,COL 1. 79873 62380,,False,COL 2. 16337 03890,COL 2. 16337 03890,True,COL 3. 33533 05654,COL 3. 33533 05654,True,2/3
319.png,319.png,COL 1. 31521 50351,COL 1. 31521 50351,True,COL 2. 93139 93543,COL 2. 93139 93543,True,COL 3. 01513 31239,COL 3. 01513 31239,True,3/3
331.png,331.png,COL 1. 37057 11466,,False,COL 2. 40143 94546,COL 2. 40143 94546,True,COL 3. 21816 59526,COL 3. 21816 59526,True,2/3
base64decoded (69).png,base64decoded (69).png,COL 1. 70568 09735,COL 1. 70568 09735,True,COL 2. 81010 61571,COL 2. 81010 61571,True,COL 3. 90557 14700,COL 3. 90557 14700,True,3/3
325.png,325.png,COL 1. 66406 76345,,False,COL 2. 70032 23454,,False,COL 3. 30593 81318,,False,0/3
base64decoded - 2026-01-21T153453.350.png,base64decoded - 2026-01-21T153453.350.png,COL 1. 08338 52597,COL 1. 08338 52597,True,COL 2. 01317 01391,COL 2. 01317 01391,True,COL 3. 03537 47791,COL 3. 03537 47791,True,3/3
333.png,333.png,COL 1. 75328 30102,COL 1. 75328 30102,True,COL 2. 71112 91340,COL 2. 71112 91340,True,COL 3. 01517 40077,COL 3. 01517 40077,True,3/3
327.png,327.png,COL 1. 34847 69855,COL 1. 34847 69855,True,COL 2. 06010 61875,COL 2. 06010 61875,True,COL 3. 50557 06916,COL 3. 50557 06916,True,3/3
24.jpg,24.jpg,COL 1. 08459 27464,,False,COL 2. 54145 94848,COL 2. 54145 94848,True,COL 3. 61816 60792,COL 3. 61816 60792,True,2/3
base64decoded - 2026-01-21T153200.301.png,base64decoded - 2026-01-21T153200.301.png,COL 1. 97436 22184,,False,COL 2. 34013 21851,,False,COL 3. 10597 66559,,False,0/3
base64decoded - 2026-01-21T162410.872.png,base64decoded - 2026-01-21T162410.872.png,COL 1. 88565 93811,COL 1. 88565 93811,True,COL 2. 43480 64554,COL 2. 43480 64554,True,COL 3. 84866 32196,COL 3. 84866 32196,True,3/3
131.png,131.png,COL 1. 81763 00436,COL 1. 81763 00436,True,COL 2. 01102 90743,COL 2. 01102 90743,True,COL 3. 01418 20824,COL 3. 01418 20824,True,3/3
base64decoded (49).png,base64decoded (49).png,COL 1. 20174 21190,,False,COL 2. 11110 61549,,False,COL 3. 61521 14761,,False,0/3
125.png,125.png,COL 1. 85139 17060,,False,COL 2. 41034 03741,COL 2. 41034 03741,True,COL 3. 60399 23453,,False,1/3
119.png,119.png,COL 1. 06557 07513,COL 1. 06557 07513,True,COL 2. 70103 00566,COL 2. 70103 00566,True,COL 3. 21545 57901,COL 3. 21545 57901,True,3/3
base64decoded (5).png,base64decoded (5).png,COL 1. 49371 16131,,False,COL 2. 20016 21352,,False,COL 3. 20591 93379,COL 3. 20591 93379,True,1/3
base64decoded - 2026-01-21T155912.948.png,base64decoded - 2026-01-21T155912.948.png,COL 1. 71303 15123,COL 1. 71303 15123,True,COL 2. 00016 31329,COL 2. 00016 31329,True,COL 3. 10587 94210,COL 3. 10587 91210,False,2/3
30.png,30.png,COL 1. 05712 64077,,False,COL 2. 21104 90771,COL 2. 21104 90771,True,COL 3. 61478 25987,COL 3. 61478 25987,True,2/3
base64decoded - 2026-01-21T154259.347.png,base64decoded - 2026-01-21T154259.347.png,COL 1. 57400 16334,COL 1. 57400 16334,True,COL 2. 00065 26452,COL 2. 00065 26452,True,COL 3. 30890 82723,COL 3. 30890 82723,True,3/3
base64decoded - 2026-01-21T153038.920.png,base64decoded - 2026-01-21T153038.920.png,COL 1. 74544 36312,,False,COL 2. 90019 21558,COL 2. 90019 21558,True,COL 3. 60394 53134,COL 3. 60394 53134,True,2/3
base64decoded - 2026-01-21T153208.677.png,base64decoded - 2026-01-21T153208.677.png,COL 1. 42808 93486,COL 1. 42808 93486,True,COL 2. 24443 64850,COL 2. 24443 64850,True,COL 3. 64866 61343,COL 3. 64866 61343,True,3/3
247.png,247.png,COL 1. 09578 79316,COL 1. 09578 79316,True,COL 2. 61136 63544,COL 2. 61136 63544,True,COL 3. 91523 75332,COL 3. 91523 75332,True,3/3
253.png,253.png,COL 1. 36503 16463,COL 1. 36503 16463,True,COL 2. 41067 26555,COL 2. 41067 26555,True,COL 3. 60890 13609,COL 3. 60890 13609,True,3/3
284.png,284.png,COL 1. 68794 20651,COL 1. 68794 20651,True,COL 2. 31112 91748,,False,COL 3. 61314 20719,,False,1/3
base64decoded - 2026-01-21T153257.559.png,base64decoded - 2026-01-21T153257.559.png,COL 1. 26818 14575,COL 1. 26818 14575,True,COL 2. 96107 90872,COL 2. 96107 90872,True,COL 3. 31379 01095,COL 3. 31379 01095,True,3/3
290.png,290.png,COL 1. 84585 89414,COL 1. 84585 89414,True,COL 2. 41144 64540,COL 2. 41144 64540,True,COL 3. 91826 12187,COL 3. 91826 12187,True,3/3
229.jpeg,229.jpeg,COL 1. 76789 37175,COL 1. 76789 37175,True,COL 2. 21604 57731,COL 2. 21604 57731,True,COL 3. 66304 23023,COL 3. 66304 23023,True,3/3
base64decoded - 2026-01-21T153648.361.png,base64decoded - 2026-01-21T153648.361.png,COL 1. 79539 72234,COL 1. 79539 72234,True,COL 2. 11300 00591,COL 2. 11300 00591,True,COL 3. 93438 18719,COL 3. 93438 18719,True,3/3
23.jpeg,23.jpeg,COL 1. 52059 28437,,False,COL 2. 30042 64476,COL 2. 30042 64476,True,COL 3. 60856 81733,,False,1/3
291.png,291.png,COL 1. 32357 24130,,False,COL 2. 31112 91378,,False,COL 3. 01374 46694,,False,0/3
base64decoded - 2026-01-21T161723.675.png,base64decoded - 2026-01-21T161723.675.png,COL 1. 81537 50052,COL 1. 81537 50052,True,COL 2. 01039 20552,COL 2. 01039 20552,True,COL 3. 30399 78529,COL 3. 30399 78529,True,3/3
base64decoded - 2026-01-21T153657.905.png,base64decoded - 2026-01-21T153657.905.png,COL 1. 97736 06170,COL 1. 97736 06170,True,COL 2. 21019 21758,COL 2. 21019 21758,True,COL 3. 60394 28772,COL 3. 60394 28772,True,3/3
base64decoded (73).png,base64decoded (73).png,COL 1. 00183 06105,COL 1. 00183 06105,True,COL 2. 81612 51311,,False,COL 3. 06702 44041,COL 3. 06702 44041,True,2/3
285.png,285.png,COL 1. 38504 46812,COL 1. 38504 46812,True,COL 2. 60063 26556,COL 2. 60063 26556,True,COL 3. 60890 52560,COL 3. 60890 52560,True,3/3
base64decoded - 2026-01-21T154233.817.png,base64decoded - 2026-01-21T154233.817.png,COL 1. 27059 62033,,False,COL 2. 90105 90473,COL 2. 90105 90473,True,COL 3. 31379 88470,,False,1/3
252.png,252.png,COL 1. 76566 85940,COL 1. 76566 85940,True,COL 2. 41039 33525,,False,COL 3. 90583 72038,,False,1/3
246.png,246.png,COL 1. 88590 70717,COL 1. 88590 70717,True,COL 2. 50113 91546,COL 2. 50113 91546,True,COL 3. 21712 57270,COL 3. 21712 57270,True,3/3
74.jpeg,74.jpeg,COL 1. 92522 40939,COL 1. 92522 40939,True,COL 2. 61137 93540,COL 2. 61137 93540,True,COL 3. 61513 13219,COL 3. 61513 13219,True,3/3
base64decoded (24).png,base64decoded (24).png,COL 1. 92558 22314,COL 1. 92558 22314,True,COL 2. 31330 03593,COL 2. 31330 03593,True,COL 3. 63533 19550,COL 3. 63533 19550,True,3/3
205.jpeg,205.jpeg,COL 1. 66037 41166,COL 1. 66037 41166,True,COL 2. 70117 01561,COL 2. 70117 01561,True,COL 3. 01541 55405,COL 3. 01541 55405,True,3/3
base64decoded - 2026-01-21T153334.728.png,base64decoded - 2026-01-21T153334.728.png,COL 1. 01359 89337,COL 1. 01359 89337,True,COL 2. 30036 63374,COL 2. 30036 63374,True,COL 3. 20553 98511,COL 3. 20553 98511,True,3/3
base64decoded - 2026-01-21T152521.766.png,base64decoded - 2026-01-21T152521.766.png,COL 1. 04803 02344,COL 1. 04803 02344,True,COL 2. 26337 03890,COL 2. 26337 03890,True,COL 3. 93533 06010,COL 3. 93533 06010,True,3/3
base64decoded - 2026-01-21T152417.303.png,base64decoded - 2026-01-21T152417.303.png,COL 1. 21513 26530,COL 1. 21513 26530,True,COL 2. 31040 24558,COL 2. 31040 24558,True,COL 3. 90896 15675,COL 3. 90896 15675,True,3/3
31.png,31.png,COL 1. 33317 50136,COL 1. 33317 50136,True,COL 2. 80117 91342,COL 2. 80117 91342,True,COL 3. 21511 97710,COL 3. 21511 97710,True,3/3
9.jpeg,9.jpeg,COL 1. 58524 40199,COL 1. 58524 40199,True,COL 2. 11112 91548,COL 2. 11112 91548,True,COL 3. 91712 19369,COL 3. 91712 19369,True,3/3
base64decoded (32).png,base64decoded (32).png,COL 1. 85403 82587,COL 1. 85403 82587,True,COL 2. 60315 01492,COL 2. 60315 01492,True,COL 3. 33531 87551,COL 3. 33531 87551,True,3/3
base64decoded - 2026-01-21T154825.564.png,base64decoded - 2026-01-21T154825.564.png,COL 1. 94537 51780,,False,COL 2. 31136 03560,,False,COL 3. 21543 75301,,False,0/3
124.png,124.png,COL 1. 29592 60156,,False,COL 2. 01117 91541,COL 2. 01117 91541,True,COL 3. 51517 76527,,False,1/3
base64decoded - 2026-01-21T151921.456.png,base64decoded - 2026-01-21T151921.456.png,COL 1. 43570 26390,COL 1. 43570 26390,True,COL 2. 01000 20551,,False,COL 3. 90399 16429,COL 3. 90399 16429,True,2/3
base64decoded (65).png,base64decoded (65).png,COL 1. 81494 20104,,False,COL 2. 20115 91441,,False,COL 3. 81511 88589,COL 3. 81511 88589,True,1/3
base64decoded - 2026-01-21T163724.455.png,base64decoded - 2026-01-21T163724.455.png,COL 1. 55572 05133,,False,COL 2. 53050 31521,COL 2. 53050 31521,True,COL 3. 80587 39046,COL 3. 80587 39046,True,2/3
base64decoded - 2026-01-21T161406.178.jpeg,base64decoded - 2026-01-21T161406.178.jpeg,COL 1. 25823 17728,COL 1. 25823 17728,True,COL 2. 04656 50814,COL 2. 04656 50814,True,COL 3. 66505 62931,COL 3. 66505 62931,True,3/3
25.jpg,25.jpg,COL 1. 02525 67458,,False,COL 2. 90644 54518,COL 2. 90644 54518,True,COL 3. 76806 52123,COL 3. 76806 52123,True,2/3
326.png,326.png,COL 1. 41761 03452,,False,COL 2. 11412 61751,,False,COL 3. 64762 27482,,False,0/3
332.png,332.png,COL 1. 32056 80338,,False,COL 2. 10139 93473,,False,COL 3. 21573 85701,COL 3. 21573 85701,True,1/3
42.jpg,42.jpg,COL 1. 56657 76452,COL 1. 56657 76452,True,COL 2. 66141 94876,COL 2. 66141 94876,True,COL 3. 31876 03166,COL 3. 31876 03166,True,3/3
base64decoded - 2026-01-21T160201.647.png,base64decoded - 2026-01-21T160201.647.png,COL 1. 85541 39664,COL 1. 85541 39664,True,COL 2. 70069 66576,COL 2. 70069 66576,True,COL 3. 20850 51701,COL 3. 20850 51701,True,3/3
369.png,369.png,COL 1. 36334 26134,COL 1. 36334 26134,True,COL 2. 91016 21351,COL 2. 91016 21351,True,COL 3. 00792 47872,COL 3. 00792 47872,True,3/3
base64decoded (81).png,base64decoded (81).png,COL 1. 31529 17514,COL 1. 31529 17514,True,COL 2. 71634 53510,COL 2. 71634 53510,True,COL 3. 86503 70561,COL 3. 86503 70561,True,3/3
base64decoded - 2026-01-21T162310.870.png,base64decoded - 2026-01-21T162310.870.png,COL 1. 56842 79680,COL 1. 56842 79680,True,COL 2. 34086 66872,COL 2. 34086 66872,True,COL 3. 60850 67016,COL 3. 60850 67016,True,3/3
355.png,355.png,COL 1. 19486 64837,,False,COL 2. 80149 94474,COL 2. 80149 94474,True,COL 3. 31876 89663,,False,1/3
341.png,341.png,COL 1. 91512 55890,COL 1. 91512 55890,True,COL 2. 71014 31520,COL 2. 71014 31520,True,COL 3. 90587 18191,COL 3. 90587 18191,True,3/3
base64decoded - 2026-01-21T155922.558.png,base64decoded - 2026-01-21T155922.558.png,COL 1. 99586 69114,COL 1. 99586 69114,True,COL 2. 41014 61575,,False,COL 3. 90557 79647,,False,1/3
396.png,396.png,COL 1. 64359 05607,COL 1. 64359 05607,True,COL 2. 53169 96548,COL 2. 53169 96548,True,COL 3. 01810 36265,COL 3. 01810 36265,True,3/3
382.png,382.png,COL 1. 25580 83815,,False,COL 2. 23469 66556,COL 2. 04860 38674,False,COL 3. 04860 38674,,False,0/3
95.png,95.png,COL 1. 07517 04168,,False,COL 2. 70113 91575,,False,COL 3. 21577 53759,,False,0/3
base64decoded - 2026-01-21T161758.765.png,base64decoded - 2026-01-21T161758.765.png,COL 1. 99855 43149,COL 1. 99855 43149,True,COL 2. 64113 91848,,False,COL 3. 61314 62084,COL 3. 61314 62084,True,2/3
81.png,81.png,COL 1. 89896 04685,COL 1. 89896 04685,True,COL 2. 66160 96876,COL 2. 66160 96876,True,COL 3. 51870 07521,COL 3. 51870 07521,True,3/3
157.png,157.png,COL 1. 02159 41407,,False,COL 2. 81342 04394,,False,COL 3. 43836 48046,COL 3. 43836 48046,True,1/3
base64decoded (39).png,base64decoded (39).png,***** *****,,False,***** *****,,False,***** *****,,False,0/3
86.jpeg,86.jpeg,COL 1. 19307 25032,COL 1. 19307 25032,True,COL 2. 90008 30326,COL 2. 90008 30326,True,COL 3. 90585 95394,COL 3. 90585 95394,True,3/3
2.jpeg,2.jpeg,COL 1. 28890 34067,COL 1. 28890 34067,True,COL 2. 34101 90873,COL 2. 34101 90873,True,COL 3. 61379 66288,COL 3. 61379 66288,True,3/3
143.png,143.png,COL 1. 28305 84038,COL 1. 28305 84038,True,COL 2. 40108 90370,COL 2. 40108 90370,True,COL 3. 61379 97650,COL 3. 61379 97650,True,3/3
base64decoded - 2026-01-21T154326.942.png,base64decoded - 2026-01-21T154326.942.png,COL 1. 62816 49057,COL 1. 62816 49057,True,COL 2. 94103 60841,COL 2. 94103 60841,True,COL 3. 61428 63782,COL 3. 61428 63782,True,3/3
56.png,56.png,COL 1. 54517 60536,,False,COL 2. 41147 94544,COL 2. 41147 94544,True,COL 3. 91816 74179,COL 3. 91816 74179,True,2/3
base64decoded - 2026-01-21T161110.961.png,base64decoded - 2026-01-21T161110.961.png,COL 1. 71519 85764,COL 1. 71519 85764,True,COL 2. 60019 31521,COL 2. 60019 31521,True,COL 3. 20782 50865,COL 3. 20782 50865,True,3/3
194.png,194.png,COL 1. 50847 23181,COL 1. 50847 23181,True,COL 2. 74417 61851,COL 2. 74417 61851,True,COL 3. 14561 61028,COL 3. 14561 61028,True,3/3
base64decoded - 2026-01-21T162421.579.jfif,base64decoded - 2026-01-21T162421.579.jfif,COL 1. 02078 05027,,False,COL 2. 50108 60342,COL 2. 50108 60342,True,COL 3. 91329 99636,,False,1/3
base64decoded - 2026-01-21T163603.052.png,base64decoded - 2026-01-21T163603.052.png,COL 1. 76310 30159,COL 1. 76310 30159,True,COL 2. 00172 91346,COL 2. 00172 91346,True,COL 3. 71712 93386,COL 3. 71712 93386,True,3/3
180.png,180.png,COL 1. 17587 67151,COL 1. 17587 67151,True,COL 2. 51616 51510,COL 2. 51616 51510,True,COL 3. 96507 72636,COL 3. 96507 72636,True,3/3
90.jpeg,90.jpeg,COL 1. 73347 39506,COL 1. 73347 39506,True,COL 2. 50018 61378,COL 2. 50018 61378,True,COL 3. 20752 98296,COL 3. 20752 98296,True,3/3
base64decoded - 2026-01-21T160628.337.png,base64decoded - 2026-01-21T160628.337.png,COL 1. 98537 45059,COL 1. 98537 45059,True,COL 2. 60003 30524,COL 2. 60003 30524,True,COL 3. 60585 56987,COL 3. 60585 56987,True,3/3
base64decoded - 2026-01-21T161859.244.png,base64decoded - 2026-01-21T161859.244.png,COL 1. 76459 05060,COL 1. 76459 05060,True,COL 2. 04036 60871,COL 2. 04016 60871,False,COL 3. 60359 66480,,False,1/3
base64decoded (97).png,base64decoded (97).png,COL 1. 25159 82168,,False,COL 2. 11119 91773,,False,COL 3. 61374 29335,,False,0/3
base64decoded - 2026-01-21T154556.277.png,base64decoded - 2026-01-21T154556.277.png,COL 1. 07582 63196,COL 1. 07582 63196,True,COL 2. 91410 61551,COL 2. 91410 61551,True,COL 3. 64762 19444,COL 3. 64762 19444,True,3/3
base64decoded - 2026-01-21T153625.816.png,base64decoded - 2026-01-21T153625.816.png,COL 1. 77707 26451,COL 1. 77707 26451,True,COL 2. 21019 21752,COL 2. 21019 21752,True,COL 3. 60591 28095,COL 3. 60591 28095,True,3/3
209.png,209.png,COL 1. 61564 57736,,False,COL 2. 63616 51518,,False,COL 3. 06702 37301,,False,0/3
base64decoded - 2026-01-21T164206.404.jpeg,base64decoded - 2026-01-21T164206.404.jpeg,COL 1. 02854 49490,COL 1. 02854 49490,True,COL 2. 16145 60840,COL 2. 16145 60840,True,COL 3. 51428 03612,COL 3. 51428 03612,True,3/3
221.png,221.png,COL 1. 53319 37614,COL 1. 53319 37614,True,COL 2. 01162 06368,COL 2. 01162 06368,True,COL 3. 01840 45359,COL 3. 01840 45359,True,3/3
base64decoded (78).png,base64decoded (78).png,COL 1. 42867 27891,COL 1. 42867 27891,True,COL 2. 44647 54816,COL 2. 44647 54816,True,COL 3. 16806 66155,,False,2/3
base64decoded - 2026-01-21T152951.512.png,base64decoded - 2026-01-21T152951.512.png,COL 1. 30086 10365,COL 1. 30086 10365,True,COL 2. 40439 63554,COL 2. 40439 63554,True,COL 3. 64563 53281,COL 3. 64563 53281,True,3/3
base64decoded - 2026-01-21T162226.421.png,base64decoded - 2026-01-21T162226.421.png,COL 1. 13489 42068,,False,COL 2. 24443 44810,COL 2. 24443 44810,True,COL 3. 64468 66329,,False,1/3
base64decoded - 2026-01-21T163713.742.png,base64decoded - 2026-01-21T163713.742.png,COL 1. 54467 60539,COL 1. 54467 60539,True,COL 2. 00153 90444,COL 2. 00153 90444,True,COL 3. 31515 80293,COL 3. 31515 80293,True,3/3
220.png,220.png,COL 1. 87542 17881,COL 1. 87542 17881,True,COL 2. 81047 34520,COL 2. 81047 34520,True,COL 3. 90886 12121,,False,2/3
208.png,208.png,COL 1. 01521 89192,COL 1. 01521 89192,True,COL 2. 71016 61579,COL 2. 71016 61579,True,COL 3. 80557 70870,COL 3. 80557 70870,True,3/3
base64decoded (54).png,base64decoded (54).png,COL 1. 42589 57410,COL 1. 42589 57410,True,COL 2. 21100 00561,COL 2. 21100 57410,False,COL 3. 91448 12782,COL 3. 91448 00561,False,1/3
base64decoded - 2026-01-21T162112.844.jpeg,base64decoded - 2026-01-21T162112.844.jpeg,COL 1. 44849 83687,COL 1. 44849 83687,True,COL 2. 56467 66856,COL 2. 56467 66856,True,COL 3. 54860 02630,COL 3. 54860 02630,True,3/3
base64decoded - 2026-01-21T155401.019.png,base64decoded - 2026-01-21T155401.019.png,COL 1. 35853 22353,,False,COL 2. 54363 06895,COL 2. 54363 06895,True,COL 3. 13830 65362,,False,1/3
base64decoded - 2026-01-21T161751.217.png,base64decoded - 2026-01-21T161751.217.png,COL 1. 99855 43149,COL 1. 99855 43149,True,COL 2. 64113 91848,,False,COL 3. 61314 62084,COL 3. 61314 62084,True,2/3
base64decoded - 2026-01-21T160701.488.png,base64decoded - 2026-01-21T160701.488.png,COL 1. 12701 63662,COL 1. 12701 63662,True,COL 2. 41467 66752,COL 2. 41467 66752,True,COL 3. 64860 20338,COL 3. 64860 20338,True,3/3
181.png,181.png,COL 1. 90558 79131,COL 1. 90558 79131,True,COL 2. 53016 61579,COL 2. 53016 61579,True,COL 3. 40557 38331,COL 3. 40557 38331,True,3/3
base64decoded - 2026-01-21T153238.086.png,base64decoded - 2026-01-21T153238.086.png,COL 1. 87553 42898,,False,COL 2. 81364 06595,,False,COL 3. 83830 18920,,False,0/3
base64decoded (42).png,base64decoded (42).png,COL 1. 90315 90599,COL 1. 80315 80508,False,COL 2. 81117 91341,COL 2. 81117 01301,False,COL 3. 01517 48631,COL 3. 01517 48831,False,0/3
base64decoded - 2026-01-21T161356.819.jpeg,base64decoded - 2026-01-21T161356.819.jpeg,COL 1. 53549 12018,COL 1. 53549 12018,True,COL 2. 51300 00590,COL 2. 51300 00590,True,COL 3. 63535 10714,COL 3. 63535 10714,True,3/3
12.jpeg,12.jpeg,COL 1. 43839 96482,,False,COL 2. 14045 24854,,False,COL 3. 80896 64530,,False,0/3
57.png,57.png,COL 1. 58506 67581,COL 1. 58506 67581,True,COL 2. 70147 04566,COL 2. 70147 04566,True,COL 3. 21846 58756,COL 3. 21846 58756,True,3/3
142.png,142.png,COL 1. 28457 72168,COL 1. 28457 72168,True,COL 2. 24017 61871,COL 2. 24017 61871,True,COL 3. 60551 62182,COL 3. 60551 62182,True,3/3
156.png,156.png,COL 1. 02818 59591,,False,COL 2. 74137 63844,,False,COL 3. 61523 66514,COL 3. 61523 66514,True,1/3
80.png,80.png,COL 1. 74585 67098,COL 1. 74585 67098,True,COL 2. 81106 00561,COL 2. 81106 00561,True,COL 3. 91349 76796,COL 3. 91349 76796,True,3/3
base64decoded - 2026-01-21T154604.563.png,base64decoded - 2026-01-21T154604.563.png,COL 1. 67586 67154,COL 1. 67586 67154,True,COL 2. 53112 01560,COL 2. 53112 01560,True,COL 3. 81344 31348,COL 3. 81344 31348,True,3/3
94.png,94.png,COL 1. 18543 52055,COL 1. 18543 52055,True,COL 2. 40303 00593,COL 2. 40303 00593,True,COL 3. 63339 53119,COL 3. 63339 53119,True,3/3
383.png,383.png,COL 1. 71587 79565,COL 1. 71587 79565,True,COL 2. 10013 61579,COL 2. 10013 61579,True,COL 3. 20557 58610,COL 3. 20557 58610,True,3/3
base64decoded (15).png,base64decoded (15).png,COL 1. 14517 36161,COL 1. 14517 36161,True,COL 2. 30012 21550,COL 2. 30012 21550,True,COL 3. 60597 56736,COL 3. 60597 56736,True,3/3
base64decoded - 2026-01-21T153227.177.png,base64decoded - 2026-01-21T153227.177.png,COL 1. 27536 12233,,False,COL 2. 41304 00594,COL 2. 41304 00594,True,COL 3. 56438 73890,COL 3. 56438 73890,True,2/3
340.png,340.png,COL 1. 75801 97623,COL 1. 75801 97623,True,COL 2. 64117 01861,COL 2. 64117 01861,True,COL 3. 61344 67598,COL 3. 61344 67598,True,3/3
234.jpeg,234.jpeg,COL 1. 74329 79135,COL 1. 74329 79135,True,COL 2. 00095 64329,COL 2. 00095 64329,True,COL 3. 40557 97854,COL 3. 40557 97854,True,3/3
base64decoded - 2026-01-21T160854.593.png,base64decoded - 2026-01-21T160854.593.png,COL 1. 97513 06531,COL 1. 97513 06531,True,COL 2. 61044 24554,COL 2. 61044 24554,True,COL 3. 90896 75132,COL 3. 90896 75132,True,3/3
354.png,354.png,COL 1. 87310 65661,COL 1. 87310 65661,True,COL 2. 90018 31320,,False,COL 3. 60384 96048,COL 3. 60384 96048,True,2/3
base64decoded - 2026-01-21T151810.203.png,base64decoded - 2026-01-21T151810.203.png,COL 1. 91187 94165,,False,COL 2. 51619 51711,,False,COL 3. 66507 27302,,False,0/3
5.jpg,5.jpg,COL 1. 19507 49163,COL 1. 19507 49163,True,COL 2. 90017 61572,COL 2. 90017 61572,True,COL 3. 60551 50036,COL 3. 60551 50036,True,3/3
21.jfif,21.jfif,COL 1. 62139 07098,,False,COL 2. 61133 13540,,False,COL 3. 91349 70115,,False,0/3
368.png,368.png,COL 1. 36326 50038,COL 1. 36326 50038,True,COL 2. 61102 90340,COL 2. 61102 90340,True,COL 3. 41418 48606,COL 3. 41418 48606,True,3/3
7.jpg,7.jpg,COL 1. 91157 06196,COL 1. 91157 06196,True,COL 2. 01317 01591,COL 2. 01317 01591,True,COL 3. 33531 75063,,False,2/3
base64decoded - 2026-01-21T160229.942.png,base64decoded - 2026-01-21T160229.942.png,COL 1. 80451 85066,COL 1. 80451 85066,True,COL 2. 34002 60870,COL 2. 34002 60870,True,COL 3. 60555 62809,COL 3. 60555 62809,True,3/3
base64decoded - 2026-01-21T153732.177.png,base64decoded - 2026-01-21T153732.177.png,COL 1. 75659 37350,COL 1. 75669 37350,False,COL 2. 66337 03893,COL 2. 66337 03093,False,COL 3. 53533 04059,,False,0/3
342.png,342.png,COL 1. 23517 86782,COL 1. 23517 86782,True,COL 2. 11017 21557,COL 2. 11017 21557,True,COL 3. 90792 11169,COL 3. 90792 11169,True,3/3
356.png,356.png,COL 1. 46883 37088,COL 1. 46883 37088,True,COL 2. 86602 50816,COL 2. 86602 50816,True,COL 3. 36505 00924,,False,2/3
381.png,381.png,COL 1. 97880 02790,,False,COL 2. 46310 01897,COL 2. 46310 01897,True,COL 3. 33732 00118,,False,1/3
base64decoded (62).png,base64decoded (62).png,COL 1. 99501 93351,COL 1. 99501 93351,True,COL 2. 30437 63553,COL 2. 30437 63553,True,COL 3. 24563 56080,COL 3. 24563 56080,True,3/3
395.png,395.png,COL 1. 25817 97183,,False,COL 2. 66113 01861,,False,COL 3. 51742 04347,COL 3. 51742 04347,True,1/3
base64decoded - 2026-01-21T162140.755.png,base64decoded - 2026-01-21T162140.755.png,COL 1. 71638 48054,,False,COL 2. 46145 00860,,False,COL 3. 51448 05894,COL 3. 51448 05894,True,1/3
168.png,168.png,COL 1. 46506 32675,COL 1. 46506 32675,True,COL 2. 40363 06595,,False,COL 3. 53830 58393,,False,1/3
base64decoded - 2026-01-21T160327.037.png,base64decoded - 2026-01-21T160327.037.png,COL 1. 94557 87673,COL 1. 94557 87673,True,COL 2. 30669 56512,COL 2. 30669 56512,True,COL 3. 66800 50791,COL 3. 66800 50791,True,3/3
140.png,140.png,COL 1. 58317 26162,COL 1. 58317 26162,True,COL 2. 30068 26355,COL 2. 30068 26355,True,COL 3. 85890 96880,COL 3. 85890 96880,True,3/3
154.png,154.png,COL 1. 19159 50309,COL 1. 19159 50309,True,COL 2. 21132 93344,COL 2. 21132 93344,True,COL 3. 01513 43557,COL 3. 01513 43557,True,3/3
55.png,55.png,COL 1. 74543 23030,COL 1. 74543 23030,True,COL 2. 43005 30524,,False,COL 3. 80488 32019,,False,1/3
base64decoded - 2026-01-21T163636.190.png,base64decoded - 2026-01-21T163636.190.png,COL 1. 05312 64670,COL 1. 05312 64670,True,COL 2. 01112 91373,COL 2. 01112 91373,True,COL 3. 01374 49293,COL 3. 01374 49293,True,3/3
65.jpeg,65.jpeg,COL 1. 61469 47440,COL 1. 61469 47440,True,COL 2. 90649 54414,COL 2. 90649 54414,True,COL 3. 66806 85808,COL 3. 66806 85808,True,3/3
183.png,183.png,COL 1. 20517 39056,COL 1. 70517 39056,False,COL 2. 41106 60540,COL 2. 41106 60540,True,COL 3. 81428 72936,,False,1/3
base64decoded (35).png,base64decoded (35).png,COL 1. 16547 83736,COL 1. 16547 83736,True,COL 2. 81409 60556,COL 2. 81409 60556,True,COL 3. 64565 11149,COL 3. 64565 11149,True,3/3
base64decoded - 2026-01-21T163951.095.png,base64decoded - 2026-01-21T163951.095.png,COL 1. 24513 49566,COL 1. 24513 49566,True,COL 2. 50156 61541,COL 2. 50156 61541,True,COL 3. 11521 59937,COL 3. 11521 59937,True,3/3
69.png,69.png,COL 1. 90300 75632,COL 1. 90300 75632,True,COL 2. 40067 36326,,False,COL 3. 40880 91233,,False,1/3
